County Code,District Code,School Code,County Name,District Name,School Name,Grade Span,StudentDeviceRation,InternetSpeed,RecommendedInternetSpeed,MetRecommendedSpeed,ConnectivityBetweenSchools,RecommendedConnectivity,MetRecommendedConnectivity,ValidScores_Math,ParticipationPercent_Math,SchoolPerformance_Math,DistrictPerformance_Math,StatePerformance_Math,ProfRateFederalAccountability_Math,AnnualTarget_Math,MetTarget_Math,ValidScores_ELA,ParticipationPercent_ELA,SchoolPerformance_ELA,DistrictPerformance_ELA,StatePerformance_ELA,ProfRateFederalAccountability_ELA,AnnualTarget_ELA,MetTarget_ELA,Percent_white,Percent_blck,Percent_hisp,Percent_asian,Percent_econdis
17,3610,70,HUDSON,NORTH BERGEN TWP,Horace Mann Elementary School,01-08,1:0.6,64.6,100 kbps,No,Fiber,Fiber,Yes,770,99.9,42.70,28.80,43.5,42.7,40.4,Met Target,771,99.9,59.70,46.90,54.9,59.7,59.2,Met Target,11.2,1.2,85.8,1.3,63.5
17,3610,80,HUDSON,NORTH BERGEN TWP,John F Kennedy Elementary School,PK-08,1:0.8,64.6,100 kbps,No,Fiber,Fiber,Yes,372,97.9,22.30,28.80,43.5,22.3,23.9,Met Target†,372,97.8,32.80,46.90,54.9,32.8,33.1,Met Target†,8.1,1.7,82.1,7.3,78.5
33,4640,40,SALEM,SALEM COUNTY VOCATIONAL,Salem County Career and Technical High School,09-12,1:0.3,64.7,100 kbps,No,N,Fiber,No,277,96.9,29.60,29.60,43.5,29.6,28.5,Met Target,277,98.6,38.20,38.20,54.9,38.2,40.2,Met Target†,83.0,6.2,6.1,1.0,21.7
27,1990,70,MORRIS,HANOVER PARK REGIONAL,Whippany Park High School,09-12,1:1.0,66.1,100 kbps,No,Fiber,Fiber,Yes,330,99.7,42.40,34.10,43.5,42.4,35.5,Met Target,333,99.7,67.50,64.90,54.9,67.5,53.5,Met Target,76.7,3.2,6.9,13.2,4.5
27,1990,50,MORRIS,HANOVER PARK REGIONAL,Hanover Park High School,09-12,1:0.8,66.1,100 kbps,No,Fiber,Fiber,Yes,388,99.0,27.10,34.10,43.5,27.1,20.3,Met Target,390,99.0,62.60,64.90,54.9,62.6,51,Met Target,79.9,4.9,7.5,7.8,6.6
35,3000,50,SOMERSET,MANVILLE BORO,Manville High School,09-12,1:0.7,69.1,100 kbps,No,N,Fiber,No,182,99.5,25.80,37.50,43.5,25.8,27.2,Met Target†,187,99.5,49.20,49.10,54.9,49.2,54.3,Met Target†,48.8,7.1,40.5,3.1,48.2
35,3000,65,SOMERSET,MANVILLE BORO,Alexander Batcho Intermediate School,06-08,1:0.5,69.1,100 kbps,No,N,Fiber,No,305,100.0,40.00,37.50,43.5,40,41.4,Met Target†,304,100.0,53.30,49.10,54.9,53.3,51.5,Met Target,53.3,7.2,36.8,2.5,46.1
35,3000,80,SOMERSET,MANVILLE BORO,Roosevelt School,PK-05,1:0.8,69.1,100 kbps,No,N,Fiber,No,218,100.0,36.20,37.50,43.5,36.2,42,Not Met,218,100.0,42.60,49.10,54.9,42.6,48.9,Not Met,52.6,6.1,37.7,2.2,45.6
35,3000,90,SOMERSET,MANVILLE BORO,Weston Elementary School,PK-03,1:0.4,69.1,100 kbps,No,N,Fiber,No,130,100.0,50.00,37.50,43.5,50,40,Met Target,128,100.0,50.00,49.10,54.9,50,46,Met Target,47.0,7.4,43.1,1.4,49.7
5,4450,50,BURLINGTON,RIVERSIDE TWP,RIVERSIDE HIGH SCHOOL,09-12,1:0.4,70.5,100 kbps,No,N,Fiber,No,175,94.7,*,12.80,43.5,*,7.2,Met Target†,175,93.4,13.70,21.50,54.9,13.4,22.9,Not Met,64.3,17.7,15.8,1.4,48.2
5,4450,60,BURLINGTON,RIVERSIDE TWP,RIVERSIDE ELEMENTARY SCHOOL,PK-05,1:0.2,70.5,100 kbps,No,N,Fiber,No,261,89.6,22.20,12.80,43.5,20.9,25.6,Not Met,254,88.0,24.50,21.50,54.9,22.5,27.5,Not Met,52.2,13.5,32.7,0.5,62.2
5,4450,70,BURLINGTON,RIVERSIDE TWP,RIVERSIDE MIDDLE SCHOOL,06-08,1:0.6,70.5,100 kbps,No,N,Fiber,No,219,87.9,*,12.80,43.5,*,12.3,Not Met,214,87.8,24.30,21.50,54.9,22.3,24,Met Target†,54.9,15.7,27.6,0.4,59.0
1,110,100,ATLANTIC,ATLANTIC CITY,PENNSYLVANIA AVE SCHOOL,PK-08,1:1.3,71.4,100 kbps,No,N,Fiber,No,315,98.3,15.90,23.20,43.5,15.9,20.3,Not Met,317,98.8,21.40,28.70,54.9,21.4,27.8,Not Met,0.9,58.6,33.9,5.6,98.0
1,110,70,ATLANTIC,ATLANTIC CITY,New York Avenue School,PK-08,1:1.2,71.4,100 kbps,No,N,Fiber,No,309,97.5,*,23.20,43.5,*,12.3,Not Met,311,98.1,12.80,28.70,54.9,12.8,15.1,Met Target†,0.7,74.8,19.9,2.8,98.4
1,110,50,ATLANTIC,ATLANTIC CITY,Chelsea Heights School,PK-08,1:1.3,71.4,100 kbps,No,N,Fiber,No,192,98.1,33.30,23.20,43.5,33.3,39.5,Not Met,192,98.1,47.40,28.70,54.9,47.4,57.8,Not Met,2.9,18.8,50.7,25.2,96.2
1,110,60,ATLANTIC,ATLANTIC CITY,Texas Avenue School,KG-08,1:0.6,71.4,100 kbps,No,N,Fiber,No,377,98.8,34.30,23.20,43.5,34.3,32.5,Met Target,374,98.5,25.90,28.70,54.9,25.9,35.6,Not Met,0.7,3.6,69.9,24.3,100.0
1,110,80,ATLANTIC,ATLANTIC CITY,Uptown School Complex,PK-08,1:1.1,71.4,100 kbps,No,N,Fiber,No,321,99.7,*,23.20,43.5,*,14.4,Not Met,322,99.7,14.30,28.70,54.9,14.3,22.3,Not Met,0.8,65.6,30.1,2.2,97.5
1,110,30,ATLANTIC,ATLANTIC CITY,Sovereign Avenue School,PK-08,1:0.9,71.4,100 kbps,No,N,Fiber,No,460,98.6,36.80,23.20,43.5,36.8,40.6,Not Met,458,98.6,42.40,28.70,54.9,42.4,41.5,Met Target,0.9,5.5,68.6,21.8,97.4
1,110,140,ATLANTIC,ATLANTIC CITY,Dr Martin Luther King Jr School Complex,PK-08,1:1.0,71.4,100 kbps,No,N,Fiber,No,346,97.2,16.80,23.20,43.5,16.8,19.7,Met Target†,346,97.2,21.60,28.70,54.9,21.6,22,Met Target†,1.6,74.7,19.7,1.7,97.0
1,110,120,ATLANTIC,ATLANTIC CITY,Richmond Avenue School,PK-08,1:1.1,71.4,100 kbps,No,N,Fiber,No,371,99.2,44.40,23.20,43.5,44.4,45.8,Met Target†,363,98.9,50.70,28.70,54.9,50.7,49.6,Met Target,3.6,10.1,51.7,29.6,92.0
1,110,10,ATLANTIC,ATLANTIC CITY,Atlantic City High School,09-12,1:1.3,71.4,100 kbps,No,N,Fiber,No,883,96.2,16.40,23.20,43.5,16.4,17.7,Met Target†,902,95.1,25.80,28.70,54.9,25.8,35.7,Not Met,14.4,28.2,36.5,20.0,79.1
1,110,300,ATLANTIC,ATLANTIC CITY,Brighton Avenue School,PK-05,1:0.7,71.4,100 kbps,No,N,Fiber,No,143,98.1,25.90,23.20,43.5,25.9,29.7,Met Target†,143,98.0,30.10,28.70,54.9,30.1,35.6,Met Target†,2.7,6.3,63.9,24.7,97.8
7,2670,90,CAMDEN,LINDENWOLD BORO,Lindenwold Middle School,05-08,1:1.0,72.0,100 kbps,No,N,Fiber,No,695,95.2,12.50,13.80,43.5,12.5,18.1,Not Met,689,95.5,28.30,25.80,54.9,28.3,29.8,Met Target†,10.4,40.9,45.4,2.4,82.2
7,2670,50,CAMDEN,LINDENWOLD BORO,Lindenwold School Five,KG-04,1:1.0,72.0,100 kbps,No,N,Fiber,No,201,99.5,29.40,13.80,43.5,29.4,22.7,Met Target,201,98.6,35.30,25.80,54.9,35.3,29.9,Met Target,13.6,38.4,43.1,2.3,78.1
7,2670,40,CAMDEN,LINDENWOLD BORO,Lindenwold School Four,KG-04,1:0.7,72.0,100 kbps,No,N,Fiber,No,226,98.8,12.80,13.80,43.5,12.8,21.8,Not Met,221,98.3,16.30,25.80,54.9,16.3,21.6,Not Met,7.5,25.7,63.6,1.9,84.4
7,2670,5,CAMDEN,LINDENWOLD BORO,Lindenwold High School,09-12,1:1.3,72.0,100 kbps,No,N,Fiber,No,292,93.8,*,13.80,43.5,*,14.1,Not Met,278,96.8,20.10,25.80,54.9,20.1,30.1,Not Met,11.1,38.2,45.8,3.5,75.6
3,5755,65,BERGEN,WESTWOOD REGIONAL,Jessie F. George Elementary,KG-05,1:0.8,72.1,100 kbps,No,Fiber,Fiber,Yes,130,99.2,60.00,56.70,43.5,60,62.9,Met Target†,130,99.2,70.00,72.60,54.9,70,63.7,Met Target,82.9,1.2,7.4,3.9,7.0
3,5755,62,BERGEN,WESTWOOD REGIONAL,Westwood Regional Middle School,06-07,1:1.0,72.1,100 kbps,No,Fiber,Fiber,Yes,408,98.3,54.70,56.70,43.5,54.7,59.2,Not Met,409,98.3,74.60,72.60,54.9,74.6,72.5,Met Target,76.3,3.6,13.4,6.0,9.6
3,5755,60,BERGEN,WESTWOOD REGIONAL,BERKELEY ELEMENTARY,KG-05,1:0.9,72.1,100 kbps,No,Fiber,Fiber,Yes,144,100.0,72.90,56.70,43.5,72.9,80,Not Met,144,100.0,84.00,72.60,54.9,84,80,Met Goal,55.1,5.6,23.6,11.8,21.6
3,5755,50,BERGEN,WESTWOOD REGIONAL,WESTWOOD JUNIOR/SENIOR HIGH SCHOOL,PK-12,1:1.0,72.1,100 kbps,No,Fiber,Fiber,Yes,558,91.8,50.90,56.70,43.5,49.1,45.7,Met Target,586,94.2,69.70,72.60,54.9,69.1,60.3,Met Target,77.3,3.1,12.2,6.8,8.5
3,5755,80,BERGEN,WESTWOOD REGIONAL,Washington Elementary School,KG-05,1:0.8,72.1,100 kbps,No,Fiber,Fiber,Yes,145,99.3,60.70,56.70,43.5,60.7,66.7,Met Target†,145,99.3,69.00,72.60,54.9,69,72.6,Met Target†,80.9,0.7,12.0,4.3,6.4
3,5755,70,BERGEN,WESTWOOD REGIONAL,Brookside Elementary School,KG-05,1:0.7,72.1,100 kbps,No,Fiber,Fiber,Yes,193,93.8,60.10,56.70,43.5,59.3,56.3,Met Target,193,93.8,73.60,72.60,54.9,72.6,61.2,Met Target,74.4,1.3,17.5,5.3,10.8
5,3080,60,BURLINGTON,MEDFORD TWP,Milton H. Allen Elementary School,KG-05,1:1.1,73.2,100 kbps,No,Fiber,Fiber,Yes,156,94.2,70.50,63.00,43.5,69.8,66.1,Met Target,156,94.2,78.80,78.30,54.9,78,72.2,Met Target,91.4,0.3,4.8,1.5,6.5
5,3080,70,BURLINGTON,MEDFORD TWP,Taunton Forge Elementary School,KG-05,1:1.1,73.2,100 kbps,No,Fiber,Fiber,Yes,152,98.8,68.40,63.00,43.5,68.4,70,Met Target†,152,98.1,80.30,78.30,54.9,80.3,76.8,Met Goal,87.0,0.3,3.8,2.7,4.8
5,3080,45,BURLINGTON,MEDFORD TWP,Kirby's Mill Elementary School,PK-05,1:1.1,73.2,100 kbps,No,Fiber,Fiber,Yes,139,98.7,59.70,63.00,43.5,59.7,64,Met Target†,139,98.7,77.70,78.30,54.9,77.7,65.6,Met Target,77.4,1.5,12.7,4.8,9.0
5,3080,55,BURLINGTON,MEDFORD TWP,Medford Memorial Middle School,07-08,1:0.9,73.2,100 kbps,No,Fiber,Fiber,Yes,651,95.3,60.40,63.00,43.5,60.4,59.1,Met Target,652,95.1,76.80,78.30,54.9,76.8,75.2,Met Target,87.5,1.8,4.8,4.2,7.2
5,3080,50,BURLINGTON,MEDFORD TWP,Haines Sixth Grade Center,06-06,1:1.5,73.2,100 kbps,No,Fiber,Fiber,Yes,290,95.3,59.60,63.00,43.5,59.6,56.3,Met Target,290,95.3,83.10,78.30,54.9,83.1,70.2,Met Goal,86.8,0.6,5.0,2.8,6.9
5,3080,30,BURLINGTON,MEDFORD TWP,Chairville Elementary School,KG-05,1:1.1,73.2,100 kbps,No,Fiber,Fiber,Yes,188,95.8,63.80,63.00,43.5,63.8,59.5,Met Target,187,95.8,75.90,78.30,54.9,75.9,69.2,Met Target,85.9,2.2,6.6,0.8,8.6
5,3080,40,BURLINGTON,MEDFORD TWP,Cranberry Pines Elementary,KG-05,1:1.1,73.2,100 kbps,No,Fiber,Fiber,Yes,179,97.4,69.30,63.00,43.5,69.3,57.1,Met Target,182,98.5,76.90,78.30,54.9,76.9,73.7,Met Target,88.5,1.6,4.5,2.1,3.4
29,4210,60,OCEAN,POINT PLEASANT BORO,Ocean Road Elementary School,PK-05,1:0.5,73.9,100 kbps,No,Fiber,Fiber,Yes,257,98.2,59.60,60.90,43.5,59.6,65,Not Met,256,97.4,60.20,66.40,54.9,60.2,61.1,Met Target†,82.5,0.6,14.4,1.0,16.7
29,4210,30,OCEAN,POINT PLEASANT BORO,Point Pleasant Borough High School,09-12,1:0.8,73.9,100 kbps,No,Fiber,Fiber,Yes,376,98.7,42.00,60.90,43.5,42,38.5,Met Target,386,99.0,62.70,66.40,54.9,62.7,68,Not Met,91.4,0.7,6.1,0.4,11.5
29,4210,50,OCEAN,POINT PLEASANT BORO,Memorial Middle School,06-08,1:0.9,73.9,100 kbps,No,Fiber,Fiber,Yes,606,97.2,67.20,60.90,43.5,67.2,61,Met Target,607,96.9,69.10,66.40,54.9,69.1,68.9,Met Target,89.0,0.8,8.5,0.3,14.9
29,4210,55,OCEAN,POINT PLEASANT BORO,Nellie F. Bennett Elementary School,PK-05,1:0.4,73.9,100 kbps,No,Fiber,Fiber,Yes,340,95.2,71.80,60.90,43.5,71.8,71.6,Met Target,342,95.5,70.50,66.40,54.9,70.5,62.2,Met Target,91.0,0.7,6.4,0.4,11.4
80,6232,920,CHARTERS,Environment Community CS,Environment Community Opportunity (ECO) Charter School,KG-05,1:1.6,74.6,100 kbps,No,N,Fiber,No,65,97.0,50.70,50.70,43.5,50.7,44.4,Met Target,65,97.0,66.20,66.20,54.9,66.2,59.8,Met Target,,62.7,37.3,,80.6
1,1690,16,ATLANTIC,GALLOWAY TWP,Galloway Township Middle School,07-08,1:1.1,75.5,100 kbps,No,N,Fiber,No,699,97.5,42.60,48.10,43.5,42.6,43.4,Met Target†,699,97.5,49.60,48.90,54.9,49.6,53,Not Met,42.3,15.6,24.1,11.9,51.5
1,1690,48,ATLANTIC,GALLOWAY TWP,Smithville Elementary School,KG-06,1:0.9,75.5,100 kbps,No,N,Fiber,No,358,97.4,46.10,48.10,43.5,46.1,46.6,Met Target†,359,97.6,41.80,48.90,54.9,41.8,45.6,Met Target†,45.8,20.6,21.6,5.5,50.1
1,1690,46,ATLANTIC,GALLOWAY TWP,Roland Rogers Elementary School,KG-06,1:0.7,75.5,100 kbps,No,N,Fiber,No,248,96.9,54.00,48.10,43.5,54,58.5,Met Target†,251,97.9,47.80,48.90,54.9,47.8,50.4,Met Target†,42.0,20.0,25.6,6.3,56.9
1,1690,15,ATLANTIC,GALLOWAY TWP,Arthur Rann Elementary School,KG-06,1:0.6,75.5,100 kbps,No,N,Fiber,No,335,97.6,54.40,48.10,43.5,54.4,53.3,Met Target,335,97.6,53.80,48.90,54.9,53.8,55,Met Target†,50.4,11.5,20.8,11.5,51.9
1,1690,45,ATLANTIC,GALLOWAY TWP,Reeds Road Elementary School,KG-06,1:0.7,75.5,100 kbps,No,N,Fiber,No,306,99.4,51.30,48.10,43.5,51.3,53,Met Target†,306,99.4,50.70,48.90,54.9,50.7,51.2,Met Target†,34.1,17.9,24.4,17.4,54.5
41,4100,110,WARREN,PHILLIPSBURG TOWN,PHILLIPSBURG MIDDLE SCHOOL,06-08,1:0.8,76.7,100 kbps,No,Fiber,Fiber,Yes,541,96.6,24.80,34.40,43.5,24.8,26.2,Met Target†,542,96.7,40.30,46.90,54.9,40.3,42,Met Target†,48.1,21.6,24.8,1.5,67.4
41,4100,105,WARREN,PHILLIPSBURG TOWN,Phillipsburg Elementary School,03-05,N,76.7,100 kbps,No,Fiber,Fiber,Yes,613,98.2,38.20,34.40,43.5,38.2,46.1,Not Met,613,98.2,40.60,46.90,54.9,40.6,42.9,Met Target†,49.5,18.0,25.3,0.8,67.8
41,4100,50,WARREN,PHILLIPSBURG TOWN,PHILLIPSBURG HIGH SCHOOL,09-12,1:0.9,76.7,100 kbps,No,Fiber,Fiber,Yes,507,99.7,40.00,34.40,43.5,40,44.3,Not Met,600,99.6,59.30,46.90,54.9,59.3,52.9,Met Target,69.8,12.3,12.1,3.8,27.5
39,980,80,UNION,CRANFORD TWP,Livingston Avenue School,03-05,1:0.5,76.8,100 kbps,No,N,Fiber,No,237,98.0,74.30,61.80,43.5,74.3,76.7,Met Target†,237,98.0,79.30,76.80,54.9,79.3,80,Met Target†,83.6,3.2,6.0,5.6,5.6
39,980,50,UNION,CRANFORD TWP,Brookside Place School,KG-05,1:0.2,76.8,100 kbps,No,N,Fiber,No,168,98.4,75.00,61.80,43.5,75,74.9,Met Target,168,98.4,84.60,76.80,54.9,84.6,80,Met Goal,87.1,,4.0,4.6,1.7
39,980,37,UNION,CRANFORD TWP,Orange Avenue School,03-08,1:0.3,76.8,100 kbps,No,N,Fiber,No,727,97.8,73.20,61.80,43.5,73.2,69.6,Met Target,728,97.8,82.20,76.80,54.9,82.2,76.9,Met Goal,88.7,0.4,5.6,4.4,1.3
39,980,33,UNION,CRANFORD TWP,Hillside Avenue School,KG-08,1:0.3,76.8,100 kbps,No,N,Fiber,No,572,99.0,57.10,61.80,43.5,57.1,52.4,Met Target,573,99.0,68.40,76.80,54.9,68.4,64.9,Met Target,73.3,7.9,11.3,5.4,8.8
39,980,30,UNION,CRANFORD TWP,Cranford High School,09-12,1:0.3,76.8,100 kbps,No,N,Fiber,No,580,98.5,43.30,61.80,43.5,43.3,40.2,Met Target,581,99.0,74.80,76.80,54.9,74.8,66.9,Met Target,84.5,4.6,7.5,3.0,3.0
37,5435,60,SUSSEX,WALLKILL VALLEY REGIONAL,WALLKILL VALLEY REGIONAL HIGH SCHOOL,09-12,1:0.7,78.4,100 kbps,No,N,Fiber,No,214,98.3,26.70,26.70,43.5,26.7,24,Met Target,214,98.6,44.40,44.40,54.9,44.4,33.9,Met Target,84.2,3.9,8.6,1.3,13.6
15,1180,45,GLOUCESTER,EAST GREENWICH TWP,Samuel Mickle School,03-06,1:1.5,79.2,100 kbps,No,N,Fiber,No,654,95.8,67.00,67.00,43.5,67,65,Met Target,657,96.2,70.30,70.30,54.9,70.3,67.3,Met Target,82.1,5.7,4.7,4.3,6.7
37,3300,50,SUSSEX,MONTAGUE TWP,MONTAGUE TOWNSHIP SCHOOL,PK-08,1:0.2,80.3,100 kbps,No,N,Fiber,No,136,95.2,59.50,59.50,43.5,59.5,68.4,Not Met,137,95.9,72.20,72.20,54.9,72.2,70.1,Met Target,77.1,2.8,12.4,4.0,38.2
37,1630,50,SUSSEX,FREDON TWP,Fredon Township School,PK-06,1:1.0,81.0,100 kbps,No,N,Fiber,No,135,96.6,49.60,49.60,43.5,49.6,54.3,Met Target†,135,96.6,57.70,57.70,54.9,57.7,59.6,Met Target†,87.0,0.4,8.5,2.0,8.1
7,260,30,CAMDEN,BELLMAWR BORO,ETHEL M BURKE ELEMENTARY SCHOOL,KG-04,1:0.5,82.5,100 kbps,No,N,Fiber,No,107,99.2,35.50,35.70,43.5,35.5,40.5,Met Target†,107,99.1,45.80,48.70,54.9,45.8,45.2,Met Target,61.4,5.3,15.8,12.3,47.7
7,260,15,CAMDEN,BELLMAWR BORO,BELL OAKS UPPER ELEMENTARY SCHOOL,05-08,1:1.2,82.5,100 kbps,No,N,Fiber,No,424,96.2,33.70,35.70,43.5,33.7,44.4,Not Met,422,96.6,47.30,48.70,54.9,47.3,54.3,Not Met,66.8,3.0,15.2,10.2,47.5
7,260,20,CAMDEN,BELLMAWR BORO,BELLMAWR PARK ELEMENTARY SCHOOL,PK-04,1:0.3,82.5,100 kbps,No,N,Fiber,No,121,98.5,43.00,35.70,43.5,43,32.3,Met Target,121,98.5,56.20,48.70,54.9,56.2,50.1,Met Target,62.4,4.3,18.7,9.9,51.1
80,6182,913,CHARTERS,International Academy of Trenton Charter School,International Academy of Trenton Charter School,KG-05,1:0.2,84.7,100 kbps,No,N,Fiber,No,212,92.6,*,*,43.5,*,12.3,Not Met,213,93.0,11.30,11.30,54.9,11.1,18.3,Not Met,,69.9,29.7,0.2,100.0
11,1460,70,CUMBERLAND,FAIRFIELD TWP,Fairfield Township School,PK-08,1:0.7,84.9,100 kbps,No,Fiber,Fiber,Yes,317,97.5,*,*,43.5,*,11.3,Met Target†,318,97.8,16.10,16.10,54.9,16.1,18.5,Met Target†,11.7,54.5,23.6,0.5,17.3
3,4410,30,BERGEN,RIVER EDGE BORO,Cherry Hill School,PK-06,1:1.3,84.9,100 kbps,No,N,Fiber,No,345,98.9,79.70,75.40,43.5,79.7,80,Met Target†,345,99.2,83.20,82.10,54.9,83.2,80,Met Goal,46.1,2.1,8.5,40.5,
3,4410,50,BERGEN,RIVER EDGE BORO,Roosevelt School,KG-06,1:1.4,84.9,100 kbps,No,N,Fiber,No,269,97.9,69.90,75.40,43.5,69.9,76.3,Not Met,269,97.9,80.60,82.10,54.9,80.6,78.1,Met Goal,62.0,1.0,8.3,25.8,
23,1170,120,MIDDLESEX,EAST BRUNSWICK TWP,Memorial Elementary School,PK-05,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,208,97.8,68.80,63.90,43.5,68.8,66.6,Met Target,208,97.8,70.20,74.60,54.9,70.2,68.9,Met Target,57.5,4.2,4.9,30.2,18.4
23,1170,100,MIDDLESEX,EAST BRUNSWICK TWP,Lawrence Brook Elementary School,PK-05,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,180,98.5,70.00,63.90,43.5,70,73.1,Met Target†,180,95.5,76.10,74.60,54.9,76.1,75.8,Met Target,51.8,3.0,9.4,32.1,27.4
23,1170,90,MIDDLESEX,EAST BRUNSWICK TWP,Irwin Elementary School,PK-05,1:0.5,87.1,100 kbps,No,Fiber,Fiber,Yes,224,97.6,72.80,63.90,43.5,72.8,74.3,Met Target†,224,96.4,71.90,74.60,54.9,71.9,71.6,Met Target,45.8,5.8,6.1,38.7,21.3
23,1170,70,MIDDLESEX,EAST BRUNSWICK TWP,Central Elementary School,PK-05,1:0.5,87.1,100 kbps,No,Fiber,Fiber,Yes,210,97.0,66.70,63.90,43.5,66.7,65.3,Met Target,210,96.5,78.60,74.60,54.9,78.6,67.2,Met Target,54.5,5.2,8.0,30.0,14.1
23,1170,60,MIDDLESEX,EAST BRUNSWICK TWP,Bowne-Munro Elementary School,PK-05,1:0.6,87.1,100 kbps,No,Fiber,Fiber,Yes,96,95.4,69.80,63.90,43.5,69.8,69.1,Met Target,96,95.4,76.00,74.60,54.9,76,71.9,Met Target,69.0,3.3,9.5,14.3,17.6
